Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image, content_en_si
Ayah 11859,2,77,5623,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ وَالْمُرْسَلَاتِ عُرْفًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_1.png,By those [winds] sent forth in gusts
Ayah 11860,2,77,5624,2,فَالْعَاصِفَاتِ عَصْفًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_2.png,And the winds that blow violently
Ayah 11861,2,77,5625,3,وَالنَّاشِرَاتِ نَشْرًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_3.png,And [by] the winds that spread [clouds]
Ayah 11862,2,77,5626,4,فَالْفَارِقَاتِ فَرْقًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_4.png,And those [angels] who bring criterion
Ayah 11863,2,77,5627,5,فَالْمُلْقِيَاتِ ذِكْرًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_5.png,And those [angels] who deliver a message
Ayah 11864,2,77,5628,6,عُذْرًا أَوْ نُذْرًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_6.png,"As justification or warning,"
Ayah 11865,2,77,5629,7,إِنَّمَا تُوعَدُونَ لَوَاقِعٌ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_7.png,"Indeed, what you are promised is to occur."
Ayah 11866,2,77,5630,8,فَإِذَا النُّجُومُ طُمِسَتْ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_8.png,So when the stars are obliterated
Ayah 11867,2,77,5631,9,وَإِذَا السَّمَاءُ فُرِجَتْ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_9.png,And when the heaven is opened
Ayah 11868,2,77,5632,10,وَإِذَا الْجِبَالُ نُسِفَتْ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_10.png,And when the mountains are blown away
Ayah 11869,2,77,5633,11,وَإِذَا الرُّسُلُ أُقِّتَتْ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_11.png,And when the messengers' time has come...
Ayah 11870,2,77,5634,12,لِأَيِّ يَوْمٍ أُجِّلَتْ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_12.png,For what Day was it postponed?
Ayah 11871,2,77,5635,13,لِيَوْمِ الْفَصْلِ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_13.png,For the Day of Judgement.
Ayah 11872,2,77,5636,14,وَمَا أَدْرَاكَ مَا يَوْمُ الْفَصْلِ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_14.png,And what can make you know what is the Day of Judgement?
Ayah 11873,2,77,5637,15,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_15.png,"Woe, that Day, to the deniers."
Ayah 11874,2,77,5638,16,أَلَمْ نُهْلِكِ الْأَوَّلِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_16.png,Did We not destroy the former peoples?
Ayah 11875,2,77,5639,17,ثُمَّ نُتْبِعُهُمُ الْآخِرِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_17.png,Then We will follow them with the later ones.
Ayah 11876,2,77,5640,18,كَذَٰلِكَ نَفْعَلُ بِالْمُجْرِمِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_18.png,Thus do We deal with the criminals.
Ayah 11877,2,77,5641,19,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_19.png,"Woe, that Day, to the deniers."
Ayah 11878,2,77,5642,20,أَلَمْ نَخْلُقكُّم مِّن مَّاءٍ مَّهِينٍ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_20.png,Did We not create you from a liquid disdained?
Ayah 11879,2,77,5643,21,فَجَعَلْنَاهُ فِي قَرَارٍ مَّكِينٍ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_21.png,And We placed it in a firm lodging
Ayah 11880,2,77,5644,22,إِلَىٰ قَدَرٍ مَّعْلُومٍ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_22.png,For a known extent.
Ayah 11881,2,77,5645,23,فَقَدَرْنَا فَنِعْمَ الْقَادِرُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_23.png,"And We determined [it], and excellent [are We] to determine."
Ayah 11882,2,77,5646,24,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_24.png,"Woe, that Day, to the deniers."
Ayah 11883,2,77,5647,25,أَلَمْ نَجْعَلِ الْأَرْضَ كِفَاتًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_25.png,Have We not made the earth a container
Ayah 11884,2,77,5648,26,أَحْيَاءً وَأَمْوَاتًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_26.png,Of the living and the dead?
Ayah 11885,2,77,5649,27,وَجَعَلْنَا فِيهَا رَوَاسِيَ شَامِخَاتٍ وَأَسْقَيْنَاكُم مَّاءً فُرَاتًا,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_27.png,"And We placed therein lofty, firmly set mountains and have given you to drink sweet water."
Ayah 11886,2,77,5650,28,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_28.png,"Woe, that Day, to the deniers."
Ayah 11887,2,77,5651,29,انطَلِقُوا إِلَىٰ مَا كُنتُم بِهِ تُكَذِّبُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_29.png,"[They will be told], ""Proceed to that which you used to deny."
Ayah 11888,2,77,5652,30,انطَلِقُوا إِلَىٰ ظِلٍّ ذِي ثَلَاثِ شُعَبٍ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_30.png,Proceed to a shadow [of smoke] having three columns
Ayah 11889,2,77,5653,31,لَّا ظَلِيلٍ وَلَا يُغْنِي مِنَ اللَّهَبِ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_31.png,"[But having] no cool shade and availing not against the flame."""
Ayah 11890,2,77,5654,32,إِنَّهَا تَرْمِي بِشَرَرٍ كَالْقَصْرِ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_32.png,"Indeed, it throws sparks [as huge] as a fortress,"
Ayah 11891,2,77,5655,33,كَأَنَّهُ جِمَالَتٌ صُفْرٌ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_33.png,As if they were yellowish [black] camels.
Ayah 11892,2,77,5656,34,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_34.png,"Woe, that Day, to the deniers."
Ayah 11893,2,77,5657,35,هَٰذَا يَوْمُ لَا يَنطِقُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_35.png,"This is a Day they will not speak,"
Ayah 11894,2,77,5658,36,وَلَا يُؤْذَنُ لَهُمْ فَيَعْتَذِرُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_36.png,Nor will it be permitted for them to make an excuse.
Ayah 11895,2,77,5659,37,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_37.png,"Woe, that Day, to the deniers."
Ayah 11896,2,77,5660,38,هَٰذَا يَوْمُ الْفَصْلِ ۖ جَمَعْنَاكُمْ وَالْأَوَّلِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_38.png,This is the Day of Judgement; We will have assembled you and the former peoples.
Ayah 11897,2,77,5661,39,فَإِن كَانَ لَكُمْ كَيْدٌ فَكِيدُونِ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_39.png,"So if you have a plan, then plan against Me."
Ayah 11898,2,77,5662,40,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_40.png,"Woe, that Day, to the deniers."
Ayah 11899,2,77,5663,41,إِنَّ الْمُتَّقِينَ فِي ظِلَالٍ وَعُيُونٍ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_41.png,"Indeed, the righteous will be among shades and springs"
Ayah 11900,2,77,5664,42,وَفَوَاكِهَ مِمَّا يَشْتَهُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_42.png,"And fruits from whatever they desire,"
Ayah 11901,2,77,5665,43,كُلُوا وَاشْرَبُوا هَنِيئًا بِمَا كُنتُمْ تَعْمَلُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_43.png,"[Being told], ""Eat and drink in satisfaction for what you used to do."""
Ayah 11902,2,77,5666,44,إِنَّا كَذَٰلِكَ نَجْزِي الْمُحْسِنِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_44.png,"Indeed, We thus reward the doers of good."
Ayah 11903,2,77,5667,45,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_45.png,"Woe, that Day, to the deniers."
Ayah 11904,2,77,5668,46,كُلُوا وَتَمَتَّعُوا قَلِيلًا إِنَّكُم مُّجْرِمُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_46.png,"[O disbelievers], eat and enjoy yourselves a little; indeed, you are criminals."
Ayah 11905,2,77,5669,47,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_47.png,"Woe, that Day, to the deniers."
Ayah 11906,2,77,5670,48,وَإِذَا قِيلَ لَهُمُ ارْكَعُوا لَا يَرْكَعُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_48.png,"And when it is said to them, ""Bow [in prayer],"" they do not bow."
Ayah 11907,2,77,5671,49,وَيْلٌ يَوْمَئِذٍ لِّلْمُكَذِّبِينَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_49.png,"Woe, that Day, to the deniers."
Ayah 11908,2,77,5672,50,فَبِأَيِّ حَدِيثٍ بَعْدَهُ يُؤْمِنُونَ,Al-Mursalat—المرسلات,The emissaries,public://sura_images/77.png,public://quran_images/77_50.png,Then in what statement after the Qur'an will they believe?
Ayah 11909,2,78,5673,1,بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ عَمَّ يَتَسَاءَلُونَ,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_1.png,About what are they asking one another?
Ayah 11910,2,78,5674,2,عَنِ النَّبَإِ الْعَظِيمِ,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_2.png,About the great news -
Ayah 11911,2,78,5675,3,الَّذِي هُمْ فِيهِ مُخْتَلِفُونَ,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_3.png,That over which they are in disagreement.
Ayah 11912,2,78,5676,4,كَلَّا سَيَعْلَمُونَ,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_4.png,No! They are going to know.
Ayah 11913,2,78,5677,5,ثُمَّ كَلَّا سَيَعْلَمُونَ,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_5.png,"Then, no! They are going to know."
Ayah 11914,2,78,5678,6,أَلَمْ نَجْعَلِ الْأَرْضَ مِهَادًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_6.png,Have We not made the earth a resting place?
Ayah 11915,2,78,5679,7,وَالْجِبَالَ أَوْتَادًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_7.png,And the mountains as stakes?
Ayah 11916,2,78,5680,8,وَخَلَقْنَاكُمْ أَزْوَاجًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_8.png,And We created you in pairs
Ayah 11917,2,78,5681,9,وَجَعَلْنَا نَوْمَكُمْ سُبَاتًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_9.png,And made your sleep [a means for] rest
Ayah 11918,2,78,5682,10,وَجَعَلْنَا اللَّيْلَ لِبَاسًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_10.png,And made the night as clothing
Ayah 11919,2,78,5683,11,وَجَعَلْنَا النَّهَارَ مَعَاشًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_11.png,And made the day for livelihood
Ayah 11920,2,78,5684,12,وَبَنَيْنَا فَوْقَكُمْ سَبْعًا شِدَادًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_12.png,And constructed above you seven strong [heavens]
Ayah 11921,2,78,5685,13,وَجَعَلْنَا سِرَاجًا وَهَّاجًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_13.png,And made [therein] a burning lamp
Ayah 11922,2,78,5686,14,وَأَنزَلْنَا مِنَ الْمُعْصِرَاتِ مَاءً ثَجَّاجًا,An-Naba-- النبأ,The tidings,public://sura_images/78.png,public://quran_images/78_14.png,"And sent down, from the rain clouds, pouring water"
