Ayah Title,Tafseer_no,chapter_number,Ayahid,Ayah_number,content_ar,sura name,meaning,sura images,ayah_image,content_ur
,11,27,3178,19,فَتَبَسَّمَ ضَاحِكًا مِّن قَوْلِهَا وَقَالَ رَبِّ أَوْزِعْنِي أَنْ أَشْكُرَ نِعْمَتَكَ الَّتِي أَنْعَمْتَ عَلَيَّ وَعَلَىٰ وَالِدَيَّ وَأَنْ أَعْمَلَ صَالِحًا تَرْضَاهُ وَأَدْخِلْنِي بِرَحْمَتِكَ فِي عِبَادِكَ الصَّالِحِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_19.png,"سلیمانؑ اس کی بات پر مُسکراتے ہوئے ہنس پڑا اور بولا ""اے میرے رب، مجھے قابو میں رکھ کہ میں تیرے اس احسان کا شکر ادا کرتا رہوں جو تو نے مجھ پر اور میرے والدین پر کیا ہے اور ایسا عمل صالح کروں جو تجھے پسند آئے اور اپنی رحمت سے مجھ کو اپنے صالح بندوں میں داخل کر"""
,11,27,3179,20,وَتَفَقَّدَ الطَّيْرَ فَقَالَ مَا لِيَ لَا أَرَى الْهُدْهُدَ أَمْ كَانَ مِنَ الْغَائِبِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_20.png,(ایک اور موقع پر) سلیمانؑ نے پرندوں کا جائزہ لیا اور کہا “کیا بات ہے کہ میں فلاں ہُد ہُد کو نہیں دیکھ رہا ہوں کیا وہ کہیں غائب ہو گیا ہے؟
,11,27,3180,21,لَأُعَذِّبَنَّهُ عَذَابًا شَدِيدًا أَوْ لَأَذْبَحَنَّهُ أَوْ لَيَأْتِيَنِّي بِسُلْطَانٍ مُّبِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_21.png,میں اسے سخت سزا دوں گا، یا ذبح کر دوں گا، ورنہ اسے میرے سامنے معقول وجہ پیش کرنی ہو گی
,11,27,3181,22,فَمَكَثَ غَيْرَ بَعِيدٍ فَقَالَ أَحَطتُ بِمَا لَمْ تُحِطْ بِهِ وَجِئْتُكَ مِن سَبَإٍ بِنَبَإٍ يَقِينٍ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_22.png,"کچھ زیادہ دیر نہ گزری تھی کہ اُس نے آ کر کہا ""“میں نے وہ معلومات حاصل کی ہیں جو آپ کے علم میں نہیں ہیں میں سَبا کے متعلق یقینی اطلاع لے کر آیا ہوں"
,11,27,3182,23,إِنِّي وَجَدتُّ امْرَأَةً تَمْلِكُهُمْ وَأُوتِيَتْ مِن كُلِّ شَيْءٍ وَلَهَا عَرْشٌ عَظِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_23.png,میں نے وہاں ایک عورت دیکھی جو اس قوم کی حکمران ہے اُس کو ہر طرح کا ساز و سامان بخشا گیا ہے اور اس کا تخت بڑا عظیم الشان ہے
,11,27,3183,24,وَجَدتُّهَا وَقَوْمَهَا يَسْجُدُونَ لِلشَّمْسِ مِن دُونِ اللَّهِ وَزَيَّنَ لَهُمُ الشَّيْطَانُ أَعْمَالَهُمْ فَصَدَّهُمْ عَنِ السَّبِيلِ فَهُمْ لَا يَهْتَدُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_24.png,"میں نے دیکھا ہے کہ وہ اور اس کی قوم اللہ کے بجائے سورج کے آگے سجدہ کرتی ہے"" شیطان نے ان کے اعمال ان کے لیے خوشنما بنا دیے اور انہیں شاہراہ سے روک دیا، اس وجہ سے وہ یہ سیدھا راستہ نہیں پاتے"
,11,27,3184,25,أَلَّا يَسْجُدُوا لِلَّهِ الَّذِي يُخْرِجُ الْخَبْءَ فِي السَّمَاوَاتِ وَالْأَرْضِ وَيَعْلَمُ مَا تُخْفُونَ وَمَا تُعْلِنُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_25.png,کہ اُس خدا کو سجدہ کریں جو آسمانوں اور زمین کی پوشیدہ چیزیں نکالتا ہے اور وہ سب کچھ جانتا ہے جسے تم لوگ چھپاتے ہو اور ظاہر کرتے ہو
,11,27,3185,26,اللَّهُ لَا إِلَٰهَ إِلَّا هُوَ رَبُّ الْعَرْشِ الْعَظِيمِ ۩,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_26.png,اللہ کہ جس کے سوا کوئی مستحقِ عبادت نہیں، جو عرش عظیم کا مالک ہے
,11,27,3186,27,۞ قَالَ سَنَنظُرُ أَصَدَقْتَ أَمْ كُنتَ مِنَ الْكَاذِبِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_27.png,"سلیمانؑ نے کہا ""ابھی ہم دیکھے لیتے ہیں کہ تو نے سچ کہا ہے یا تو جھوٹ بولنے والوں میں سے ہے"
,11,27,3187,28,اذْهَب بِّكِتَابِي هَٰذَا فَأَلْقِهْ إِلَيْهِمْ ثُمَّ تَوَلَّ عَنْهُمْ فَانظُرْ مَاذَا يَرْجِعُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_28.png,"میرا یہ خط لے جا اور اسے ان لوگوں کی طرف ڈال دے، پھر الگ ہٹ کر دیکھ کہ وہ کیا رد عمل ظاہر کرتے ہیں"""
,11,27,3188,29,قَالَتْ يَا أَيُّهَا الْمَلَأُ إِنِّي أُلْقِيَ إِلَيَّ كِتَابٌ كَرِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_29.png,"ملکہ بولی ""اے اہلِ دربار، میری طرف ایک بڑا اہم خط پھینکا گیا ہے"
,11,27,3189,30,إِنَّهُ مِن سُلَيْمَانَ وَإِنَّهُ بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_30.png,وہ سلیمانؑ کی جانب سے ہے اور اللہ رحمٰن و رحیم کے نام سے شروع کیا گیا ہے
,11,27,3190,31,أَلَّا تَعْلُوا عَلَيَّ وَأْتُونِي مُسْلِمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_31.png,"مضمون یہ ہے کہ “میرے مقابلے میں سرکشی نہ کرو اور مسلم ہو کر میرے پاس حاضر ہو جاؤ"""
,11,27,3191,32,قَالَتْ يَا أَيُّهَا الْمَلَأُ أَفْتُونِي فِي أَمْرِي مَا كُنتُ قَاطِعَةً أَمْرًا حَتَّىٰ تَشْهَدُونِ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_32.png,"(خط سُنا کر) ملکہ نے کہا ""“اے سردارانِ قوم میرے اس معاملے میں مجھے مشورہ دو، میں کسی معاملہ کا فیصلہ تمہارے بغیر نہیں کرتی ہوں"""
,11,27,3192,33,قَالُوا نَحْنُ أُولُو قُوَّةٍ وَأُولُو بَأْسٍ شَدِيدٍ وَالْأَمْرُ إِلَيْكِ فَانظُرِي مَاذَا تَأْمُرِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_33.png,"اُنہوں نے جواب دیا ""ہم طاقت ور اور لڑنے والے لوگ ہیں آگے فیصلہ آپ کے ہاتھ میں ہے آپ خود دیکھ لیں کہ آپ کو کیا حکم دینا ہے"""
,11,27,3193,34,قَالَتْ إِنَّ الْمُلُوكَ إِذَا دَخَلُوا قَرْيَةً أَفْسَدُوهَا وَجَعَلُوا أَعِزَّةَ أَهْلِهَا أَذِلَّةً ۖ وَكَذَٰلِكَ يَفْعَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_34.png,"ملکہ نے کہا کہ ""بادشاہ جب کسی مُلک میں گھس آتے ہیں تو اسے خراب اور اس کے عزت والوں کو ذلیل کر دیتے ہیں یہی کچھ وہ کیا کرتے ہیں"
,11,27,3194,35,وَإِنِّي مُرْسِلَةٌ إِلَيْهِم بِهَدِيَّةٍ فَنَاظِرَةٌ بِمَ يَرْجِعُ الْمُرْسَلُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_35.png,"میں اِن لوگوں کی طرف ایک ہدیہ بھیجتی ہوں، پھر دیکھتی ہوں کہ میرے ایلچی کیا جواب لے کر پلٹتے ہیں"""
,11,27,3195,36,فَلَمَّا جَاءَ سُلَيْمَانَ قَالَ أَتُمِدُّونَنِ بِمَالٍ فَمَا آتَانِيَ اللَّهُ خَيْرٌ مِّمَّا آتَاكُم بَلْ أَنتُم بِهَدِيَّتِكُمْ تَفْرَحُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_36.png,"جب وہ (ملکہ کا سفیر) سلیمانؑ کے ہاں پہنچا تو اس نے کہا ""کیا تم لوگ مال سے میری مدد کرنا چاہتے ہو؟ جو کچھ خدا نے مجھے دے رکھا ہے وہ اس سے بہت زیادہ ہے جو تمہیں دیا ہے تمہارا ہدیہ تمہی کو مبارک رہے"
,11,27,3196,37,ارْجِعْ إِلَيْهِمْ فَلَنَأْتِيَنَّهُم بِجُنُودٍ لَّا قِبَلَ لَهُم بِهَا وَلَنُخْرِجَنَّهُم مِّنْهَا أَذِلَّةً وَهُمْ صَاغِرُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_37.png,"(اے سفیر) واپس جا اپنے بھیجنے والوں کی طرف ہم ان پر ایسے لشکر لے کر آئیں گے جن کا مقابلہ وہ نہ کر سکیں گے اور ہم انہیں ایسی ذلت کے ساتھ وہاں سے نکالیں گے کہ وہ خوار ہو کر رہ جائیں گے"""
,11,27,3197,38,قَالَ يَا أَيُّهَا الْمَلَأُ أَيُّكُمْ يَأْتِينِي بِعَرْشِهَا قَبْلَ أَن يَأْتُونِي مُسْلِمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_38.png,"سلیمانؑ نے کہا ""“اے اہل دربار، تم میں سے کون اس کا تخت میرے پاس لاتا ہے قبل اس کے کہ وہ لوگ مطیع ہو کر میرے پاس حاضر ہوں؟"""
,11,27,3198,39,قَالَ عِفْرِيتٌ مِّنَ الْجِنِّ أَنَا آتِيكَ بِهِ قَبْلَ أَن تَقُومَ مِن مَّقَامِكَ ۖ وَإِنِّي عَلَيْهِ لَقَوِيٌّ أَمِينٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_39.png,"جنوں میں سے ایک قوی ہیکل نے عرض کیا ""میں اسے حاضر کر دوں گا قبل اس کے کہ آپ اپنی جگہ سے اٹھیں میں اس کی طاقت رکھتا ہوں اور امانتدار ہوں"""
,11,27,3199,40,قَالَ الَّذِي عِندَهُ عِلْمٌ مِّنَ الْكِتَابِ أَنَا آتِيكَ بِهِ قَبْلَ أَن يَرْتَدَّ إِلَيْكَ طَرْفُكَ ۚ فَلَمَّا رَآهُ مُسْتَقِرًّا عِندَهُ قَالَ هَٰذَا مِن فَضْلِ رَبِّي لِيَبْلُوَنِي أَأَشْكُرُ أَمْ أَكْفُرُ ۖ وَمَن شَكَرَ فَإِنَّمَا يَشْكُرُ لِنَفْسِهِ ۖ وَمَن كَفَرَ فَإِنَّ رَبِّي غَنِيٌّ كَرِيمٌ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_40.png,"جس شخص کے پاس کتاب کا علم تھا وہ بولا ""میں آپ کی پلک جھپکنے سے پہلے اسے لائے دیتا ہوں"" جونہی کہ سلیمانؑ نے وہ تخت اپنے پاس رکھا ہوا دیکھا، وہ پکار اٹھا ""یہ میرے رب کا فضل ہے تاکہ وہ مجھے آزمائے کہ میں شکر کرتا ہوں یا کافر نعمت بن جاتا ہوں اور جو کوئی شکر کرتا ہے اس کا شکر اس کے اپنے ہی لیے مفید ہے، ورنہ کوئی ناشکری کرے تو میرا رب بے نیاز اور اپنی ذات میں آپ بزرگ ہے"""
,11,27,3200,41,قَالَ نَكِّرُوا لَهَا عَرْشَهَا نَنظُرْ أَتَهْتَدِي أَمْ تَكُونُ مِنَ الَّذِينَ لَا يَهْتَدُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_41.png,"سلیمانؑ نے کہا ""انجان طریقے سے اس کا تخت اس کے سامنے رکھ دو، دیکھیں وہ صحیح بات تک پہنچتی ہے یا اُن لوگوں میں سے ہے جو راہِ راست نہیں پاتے"""
,11,27,3201,42,فَلَمَّا جَاءَتْ قِيلَ أَهَٰكَذَا عَرْشُكِ ۖ قَالَتْ كَأَنَّهُ هُوَ ۚ وَأُوتِينَا الْعِلْمَ مِن قَبْلِهَا وَكُنَّا مُسْلِمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_42.png,"ملکہ جب حاضر ہوئی تو اس سے کہا گیا کیا تیرا تخت ایسا ہی ہے؟ وہ کہنے لگی ""یہ تو گویا وہی ہے ہم تو پہلے ہی جان گئے تھے اور ہم نے سرِ اطاعت جھکا دیا تھا (یا ہم مسلم ہو چکے تھے)"""
,11,27,3202,43,وَصَدَّهَا مَا كَانَت تَّعْبُدُ مِن دُونِ اللَّهِ ۖ إِنَّهَا كَانَتْ مِن قَوْمٍ كَافِرِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_43.png,اُس کو (ایمان لانے سے) جس چیز نے روک رکھا تھا وہ اُن معبودوں کی عبادت تھی جنہیں وہ اللہ کے سوا پوجتی تھی، کیونکہ وہ ایک کافر قوم سے تھی
,11,27,3203,44,قِيلَ لَهَا ادْخُلِي الصَّرْحَ ۖ فَلَمَّا رَأَتْهُ حَسِبَتْهُ لُجَّةً وَكَشَفَتْ عَن سَاقَيْهَا ۚ قَالَ إِنَّهُ صَرْحٌ مُّمَرَّدٌ مِّن قَوَارِيرَ ۗ قَالَتْ رَبِّ إِنِّي ظَلَمْتُ نَفْسِي وَأَسْلَمْتُ مَعَ سُلَيْمَانَ لِلَّهِ رَبِّ الْعَالَمِينَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_44.png,"اس سے کہا گیا کہ محل میں داخل ہو اس نے جو دیکھا تو سمجھی کہ پانی کا حوض ہے اور اترنے کے لیے اس نے اپنے پائنچے اٹھا لیے سلیمانؑ نے کہا یہ شیشے کا چکنا فرش ہے اس پر وہ پکار اٹھی ""اے میرے رب، (آج تک) میں اپنے نفس پر بڑا ظلم کرتی رہی، اور اب میں نے سلیمانؑ کے ساتھ اللہ رب العالمین کی اطاعت قبول کر لی"""
,11,27,3204,45,وَلَقَدْ أَرْسَلْنَا إِلَىٰ ثَمُودَ أَخَاهُمْ صَالِحًا أَنِ اعْبُدُوا اللَّهَ فَإِذَا هُمْ فَرِيقَانِ يَخْتَصِمُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_45.png,اور ثمود کی طرف ہم نے اُن کے بھائی صالح کو (یہ پیغام دے کر) بھیجا کہ اللہ کی بندگی کرو، تو یکایک وہ دو متخاصم فریق بن گئے
,11,27,3205,46,قَالَ يَا قَوْمِ لِمَ تَسْتَعْجِلُونَ بِالسَّيِّئَةِ قَبْلَ الْحَسَنَةِ ۖ لَوْلَا تَسْتَغْفِرُونَ اللَّهَ لَعَلَّكُمْ تُرْحَمُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_46.png,"صالحؑ نے کہا ""“اے میری قوم کے لوگو، بھلائی سے پہلے بُرائی کے لیے کیوں جلدی مچاتے ہو؟ کیوں نہیں اللہ سے مغفرت طلب کرتے؟ شاید کہ تم پر رحم فرمایا جائے؟"""
,11,27,3206,47,قَالُوا اطَّيَّرْنَا بِكَ وَبِمَن مَّعَكَ ۚ قَالَ طَائِرُكُمْ عِندَ اللَّهِ ۖ بَلْ أَنتُمْ قَوْمٌ تُفْتَنُونَ,An-Naml—النمل,THE ANT,public://sura_images/27.png,public://quran_images/27_47.png,"انہوں نے کہا ""ہم نے تو تم کو اور تمہارے ساتھیوں کو بد شگونی کا نشان پایا ہے"" صالحؑ نے جواب دیا ""“تمہارے نیک و بد شگون کا سر رشتہ تو اللہ کے پاس ہے اصل بات یہ ہے کہ تم لوگوں کی آزمائش ہو رہی ہے"""
